user_id,evm_address,sui_address,final_amount,chain_name,asset_name,tx_hash,status,timestamp
10442,0x,0x2346bb13c414aed36e3988dc2c15373dccd4247269f6dc944f453608717db9f8,933.51894884,sui,whUSDCeth,9WFTn3KABwf8U5h6SkktPy483LaUPJzisYmYJiAk16q,success,2025-06-25T15:34:43.152721
11899,0x,0x8cb74d9c19200e47a610f127c37925307a813737b2d3f7db4bff141488767330,671.69152147,sui,whUSDCeth,82Tr85syqMP9awqaE7FqWhww5UJYeJx2o99kUh2CQm4k,success,2025-06-25T15:34:43.152742
12666,0x,0x1ec35424f3f4e21b31278b988eb8386ceee3820c5ef3698bd88b0f7a35aac3c7,661.94658699,sui,whUSDCeth,DjjCFUwiFTsdHYVuP5hbSkdJhzzPiMCkFXGAK5XeGKq8,success,2025-06-25T15:34:43.152750
9169,0x16b0dc890b75efea33c4d539d3516c81f788625a,0x47c33cfdd7ee7677ed5998cead8d78dce5171fc8a2340aa36a63f2cb756ac1a0,542.41957569,sui,whUSDCeth,D8UNMh6ydn7Mb8BJyohfMQUkQy297EXoF7ZM6kmd9hKu,success,2025-06-25T15:34:43.152756
11434,0x0f9ac316ef18966255103462e1f9f9f94e9eb8fa,0x5eadebd1866184b081c7a18e3ec0b44e43664d6205f25259d853cbb364151002,379.73279765,sui,whUSDCeth,2WTj9u43MSbhrjYqAvkHDcBqiFTPkm4knKyhAdxYPj8k,success,2025-06-25T15:34:43.152764
10124,0x,0xf441eac069088e370d42bf1e72d2f28a1b98f3222944683317d91dc107f44dd0,348.54964526,sui,whUSDCeth,rVxALNeFapqtZR22Zy924VkLaj7FezwMSFqix9kwHys,success,2025-06-25T15:34:43.152771
12293,0x7b7c1dad7267eb3ea5fde89776667efc11416a62,0xdfd7a5bbf18b9529d7e16ffc324180824dd56fa7c3fd57127d705b7f7a5b9392,324.01902993,sui,whUSDCeth,HDabBheFPn38yQgC1azpP3GTbSE74z46G2x3Hv4s8GxP,success,2025-06-25T15:34:43.152778
9756,0xfef4032c072ccfa7d036be3f8c97695857ad7ec2,0x8a92d4652ec38c3341eb89ce453fe948860cf4af7296ef259a74a5a0e07db719,209.54680215,sui,whUSDCeth,ANgpecYZ368j8nzv8j9JCkJTGeBo3aaQjHuitDM6S9XT,success,2025-06-25T15:34:43.152785
12300,0x,0xa74fe337badd92b65dd8c667d14fef3d23f15f797e48388a268eda55adbde77a,107.99091919,sui,whUSDCeth,CxiiE2JiFz5mAV1311QBxp8PT9g1aQJtjMNp3vaLucDR,success,2025-06-25T15:34:43.152792
12577,0x,0x1638a94563a645bef374b90761ca64544b03c37a9b9db8b357d4d27accbb625f,107.97037248,sui,whUSDCeth,D78DSSteidEwhgg2h6nqRxKjbibcymUiZueo5KLz8iDv,success,2025-06-25T15:34:43.152798
9019,0xa4c651475f98bdd8f10b27782bdc803e2e11d04c,0x820e01c10324a3020cbf61b07d19940ba6b1c949e517b8365e1d1a076682e61b,107.46091852,sui,whUSDCeth,E4DkBdkS36F7LTk7RXGk1nDXpoTdWwH2jaQyNPcmVAGu,success,2025-06-25T15:34:43.152805
13903,0x,0x50b4ff7c4881eaadb9011a0e189ac4e827ca09b4bff9f1fc844ffc8b1975d91a,66.06909001,sui,whUSDCeth,5BFYZ8MwnWfYtuB39Hoj6iqWyZf2yYAp8NfCvzFJmAYT,success,2025-06-25T15:34:43.152812
11930,0x,0x241439693452aecea7c7d9f4d7e3721636727c9ec4c18c9a80a2e0cc698d768b,65.00854338,sui,whUSDCeth,3NgXNKCJb4yu6dKWku6CEVgD6emqyYASqFLSrQpjtZDR,success,2025-06-25T15:34:43.152818
9298,0x81bc0aea176c3220f79e4125877fa850b6b45a6e,0x75aea00ffde200a88ef00ca81b275c81aecb1da2fb296dcc1fb02cd5a5206dc1,51.84833853,sui,whUSDCeth,4R8LoxnUSUdszDLCuNbDC5qNriTqJPWTkD2n3ifLbu6U,success,2025-06-25T15:34:43.152824
10494,0x,0xf6f9beed6b1b1f101622a0d10d5f5229779e9fbce4307817e611dd5cac55cab1,47.14820938,sui,whUSDCeth,9SunD4B7wHPgFaXSEMtTD81QjzVp1wzvWma74jwV1MEN,success,2025-06-25T15:34:43.152831
11651,0xeb20c06d96bd7b50b66ab8069b23ffc709e6b6ba,0xaba397f74ccf1ffef7ee3cfb2507052785bd23b9b71a5c6bd19774819a103c26,45.53140734,sui,whUSDCeth,FW5vWAFcbnybvEjvWtXSCZAz6AEx7jHi5NhuHVEiuitX,success,2025-06-25T15:34:43.152837
7890,0x,0xcfe2653daf95e3d7590810d5e31f0f7980088a3c07fc507cf48e088d4f93e3d0,44.24389981,sui,whUSDCeth,6c2NP6A1XwSxLKSTipVABhi3YWGK973WAkE6rSNciB1A,success,2025-06-25T15:34:43.152844
8158,0x2ee9c50ca964c67357931a639b5961a221a32a0b,0xfd417aa6cb53d4d267d019b8e74c36d4abba8efa3df82d218d7aa9b1c5da8b73,41.50261033,sui,whUSDCeth,9Sd5Kk3fbY8RzAAkpLnUMShHpCVDn4qSSfg6P95yZhLr,success,2025-06-25T15:34:43.152851
11612,0x,0x7e2b8e2bd97b21621e26443cbd87325be8fc488c78f52ada85517258bcb9073a,32.61028087,sui,whUSDCeth,7SfAJijNqVs8XRE7UAW8DjyqyKGiWnXt3tjuM4eb4fNu,success,2025-06-25T15:34:43.152857
11874,0x,0xe78930055aa40075dfa6a0d650e7b95196db765d935298aedee789be98dec961,32.51452216,sui,whUSDCeth,esq6oty7qv2LtedgBL3gEmkz6sV25kdYq5Csz5VC2Kr,success,2025-06-25T15:34:43.152864
10526,0x5499234d5956838e8dfead783ba0cb8af46f642e,0xfcbf6213b604dbf850ca45a3cea644145a2010ab2c92f2f71d3955b52e7e2f86,31.49944489,sui,whUSDCeth,4Azd323M8nwowrU8qS8VZ2vzRn7nACLJRhVLubDCEGjx,success,2025-06-25T15:34:43.152870
10921,0x676b7f7cdbf58702a4280f098cb23a8ce8434f81,0xedf47a0013b662063caf557d6cf4ab05db7e5dc3123aaa1a58485eeac03e789e,28.50728893,sui,whUSDCeth,GRUmaNQFsSKYowEiCQuZsL9NbyeRvdEeUoU5zniK8WNA,success,2025-06-25T15:34:43.152877
9573,0x,0x122af27ee37124621d794e13e267636b6b380c5def9788996ad0f9a4ba1be119,26.88998131,sui,whUSDCeth,BhZtDKfrHrp7oHx2yVUBY4gw66c4V2HS5QJntD2wSTe4,success,2025-06-25T15:34:43.152883
13450,0xd7d9264389c31765d9ab20c05e85d50b1f2f1f77,0x28eacb437245243ca95f26cfeabf77eb68a7606e62530efaea9554692345b82d,26.8367954,sui,whUSDCeth,EK9dBuv4uhjqezwLshkkYTvLK5XWP2pUPgsiQ7EEpue,success,2025-06-25T15:34:43.152890
10085,0x,0xbd3bec02e47000c4683bfa785fb7661faa1377a0b145cb6a5a65c362ef6627c1,21.73463436,sui,whUSDCeth,GQqjqAn7p86mXWR9o8XRV9AGBCXLqErdMmQZUnJyiHPa,success,2025-06-25T15:34:43.152896
9370,0xe93ce78b11bd984086e778e1de7ca3c4eb7fea62,0x46c6fc3c116219ed2d0e9e2b273a299d6314ad130f81a8c8454162c20721ff00,19.38496707,sui,whUSDCeth,9zbVd5sVjH2JCU6pXrmEkgT4jtt3wCzzJJ67Yq47pTgh,success,2025-06-25T15:34:43.152903
13119,0x,0xde5434e44a60911bed4c91a5ca2090e13b67963ac7b14d0c57323003d2a4d99b,15.45660336,sui,whUSDCeth,AyXcJbRuE78t4DyjC9938LAvyuCE2aE3jyMjHdFkH64D,success,2025-06-25T15:34:43.152909
9115,0xd3f925042d39c23e7126e140ad1423142721c97c,0x16091893b52f0906dc3b813dcbd9f8b3620247cb164da478dc4547445f463b70,10.86177009,sui,whUSDCeth,27rSUoRYRMQjMCXugYrzwBs47XEhJK58u7u9o7xYXVEK,success,2025-06-25T15:34:43.152916
10114,0xd59c12d0afcb14939d0c05717eadbc4390bb26eb,0xf48ededccbd423d72730c3840966d66a64c5a8bce608c47fc1692a2db91d9580,10.64476214,sui,whUSDCeth,ADuARyzQBm1wE5r2hz1w8vhVi7Raam2XgHPACGMUsCe4,success,2025-06-25T15:34:43.152923
12077,0xfdd87a693887aac5ed80fa2bc6f0244075d4bf18,0xabde98c0b8ef1e86356744abde09183de6e54c5b8697ce88f8c5cd0a0362db26,10.62739499,sui,whUSDCeth,76JMFrBrvoayECPEyPa9JNX1Ts14JDb3fptvhuf64jSn,success,2025-06-25T15:34:43.152929
